Col1,Col2,Col3,X,Y
Col1-0296,Col2-0264,Col3-665,26103.38981,15166.75411
Col1-0297,Col2-0002,Col3-666,1600.010506,64514.05966
Col1-0297,Col2-0264,Col3-263,120475.1703,61811.50139
Col1-0298,Col2-0002,Col3-667,60584.78025,78204.3783
Col1-0298,Col2-0264,Col3-523,33914.4135,46944.89348
Col1-0299,Col2-0002,Col3-668,90215.17542,36452.08825
Col1-0299,Col2-0264,Col3-252,46387.88082,42354.76375
Col1-0300,Col2-0002,Col3-669,103741.1666,3735.992342
Col1-0300,Col2-0264,Col3-670,94838.98652,298.6836472
Col1-0301,Col2-0002,Col3-671,64499.13145,31265.65431
Col1-0301,Col2-0264,Col3-519,22729.06221,69249.60363
Col1-0302,Col2-0002,Col3-672,64953.55386,64979.59626
Col1-0302,Col2-0264,Col3-522,89406.15131,58371.13155
Col1-0303,Col2-0002,Col3-673,13711.96044,78650.47462
Col1-0303,Col2-0264,Col3-237,83863.06489,20070.82826
Col1-0304,Col2-0002,Col3-674,84164.96242,2966.496951
Col1-0304,Col2-0264,Col3-241,2140.990775,42500.57079
Col1-0305,Col2-0002,Col3-675,32887.09251,23945.37393
Col1-0305,Col2-0264,Col3-676,21474.09936,10375.16954
Col1-0306,Col2-0002,Col3-677,34450.90028,58167.91143
Col1-0306,Col2-0264,Col3-259,29768.24138,69127.60363
Col1-0307,Col2-1119,Col3-009,48130.21506,31029.333
Col1-0307,Col2-0002,Col3-678,69242.45201,30163.92948
Col1-0308,Col2-0002,Col3-679,1631.873371,50241.87832
Col1-0308,Col2-0264,Col3-270,109438.2024,24222.41633
Col1-0309,Col2-0002,Col3-680,62924.05963,79585.60713
Col1-0309,Col2-0264,Col3-681,31649.65153,17144.88814
Col1-0310,Col2-0002,Col3-682,59247.30023,50992.82915
Col1-0310,Col2-0264,Col3-271,118401.2795,71743.63875
Col1-0311,Col2-0002,Col3-683,87243.79979,11094.13536
Col1-0311,Col2-0264,Col3-684,28579.23134,16851.66371
Col1-0312,Col2-0002,Col3-685,71061.80534,79200.37347
Col1-0312,Col2-0264,Col3-520,33058.8076,29429.8444
Col1-0313,Col2-0002,Col3-686,103663.3642,5899.893782
Col1-0313,Col2-0264,Col3-240,21767.15587,9451.481685
Col1-0314,Col2-0002,Col3-687,54737.78969,65824.94924
Col1-0314,Col2-0264,Col3-688,32661.76108,35928.87165
Col1-0315,Col2-0002,Col3-689,47205.36042,18796.31542
Col1-0315,Col2-0264,Col3-265,87738.00619,14499.37283
Col1-0316,Col2-0002,Col3-690,53840.53455,42357.79346
Col1-0316,Col2-0264,Col3-691,23947.2903,202.7853104
Col1-0317,Col2-1115,Col3-009,124690.7311,11133.2754
Col1-0317,Col2-0102,Col3-180,24531.68751,7520.365654
Col1-0317,Col2-0002,Col3-692,33478.65355,30661.14875
Col1-0318,Col2-0980,Col3-024,116417.7548,15541.34826
Col1-0318,Col2-0101,Col3-301,2780.877881,24483.89493
Col1-0318,Col2-0002,Col3-693,74532.5621,15173.11719
Col1-0319,Col2-0002,Col3-694,45161.50356,5535.060856
Col1-0319,Col2-0264,Col3-444,28940.70304,1954.265063
Col1-0320,Col2-0002,Col3-695,103974.0962,54789.31406
Col1-0320,Col2-0264,Col3-258,46660.74194,7465.607555
Col1-0321,Col2-0002,Col3-696,96105.44815,40261.01134
Col1-0321,Col2-0264,Col3-257,34850.5948,9413.108751
Col1-0322,Col2-0002,Col3-697,90509.92052,44057.8142
Col1-0322,Col2-0264,Col3-239,12078.6166,79809.24537
Col1-0323,Col2-0002,Col3-698,120717.3754,39365.78189
Col1-0323,Col2-0264,Col3-238,41783.49912,38917.52455
Col1-0324,Col2-1120,Col3-024,6369.451317,44528.34455
Col1-0324,Col2-0002,Col3-699,71176.17978,68423.61592
Col1-0325,Col2-1121,Col3-024,60476.89538,35361.10236
Col1-0325,Col2-0002,Col3-700,94895.46444,36064.82214
Col1-0326,Col2-1122,Col3-024,68853.24072,64557.52713
Col1-0326,Col2-0002,Col3-701,560.5930541,5336.514716
Col1-0327,Col2-1123,Col3-024,71354.46236,69007.99858
Col1-0327,Col2-0002,Col3-702,7798.18047,19551.23026
Col1-0328,Col2-0954,Col3-024,69781.02451,43252.11261
Col1-0328,Col2-0969,Col3-703,123451.2381,40649.16397
Col1-0329,Col2-1124,Col3-024,117755.9073,53783.96942
Col1-0329,Col2-0002,Col3-704,88521.84106,45409.22854
Col1-0330,Col2-0101,Col3-211,34068.00598,70794.66974
Col1-0330,Col2-0002,Col3-705,13618.69524,35898.49935
Col1-0331,Col2-1125,Col3-009,44618.94432,42609.2434
Col1-0331,Col2-0002,Col3-706,12625.16937,52746.68397
Col1-0332,Col2-0109,Col3-527,93475.93762,64826.41841
Col1-0332,Col2-0002,Col3-707,91699.33279,66642.51446
Col1-0333,Col2-1126,Col3-009,47394.30857,6746.735882
Col1-0333,Col2-0002,Col3-708,104179.5707,75104.80915
Col1-0334,Col2-0109,Col3-190,41114.54639,28465.13562
Col1-0334,Col2-0002,Col3-709,49735.83444,56769.48009
Col1-0335,Col2-0109,Col3-710,88858.63371,12385.42303
Col1-0335,Col2-0002,Col3-711,59931.40786,48894.60412
Col1-0336,Col2-1127,Col3-009,31518.66577,24982.11197
Col1-0336,Col2-0002,Col3-712,47235.29593,3762.551037
Col1-0337,Col2-1128,Col3-009,50636.51178,16812.93063
Col1-0337,Col2-0002,Col3-713,32174.45119,31604.35087
Col1-0338,Col2-0477,Col3-276,59866.81569,33865.43786
Col1-0338,Col2-0002,Col3-714,13259.50517,29769.21537
Col1-0339,Col2-0010,Col3-171,107032.8358,69419.8851
Col1-0339,Col2-0002,Col3-715,8878.562362,61737.66081
Col1-0340,Col2-0029,Col3-660,35876.48883,67082.87044
Col1-0340,Col2-0002,Col3-716,67572.74128,38571.61663
Col1-0341,Col2-0109,Col3-168,89257.81576,11218.76863
Col1-0341,Col2-0002,Col3-717,108326.2018,69302.49865
Col1-0342,Col2-1129,Col3-009,30073.67395,57622.21863
Col1-0342,Col2-0002,Col3-718,3317.328164,57378.54691
Col1-0343,Col2-0109,Col3-529,14700.45554,10018.15661
Col1-0343,Col2-0002,Col3-719,14445.9297,32110.75705
Col1-0344,Col2-0477,Col3-176,9726.478785,14289.24168
Col1-0344,Col2-0002,Col3-720,113713.8764,78222.10364
Col1-0345,Col2-0477,Col3-172,35625.91613,34026.2324
Col1-0345,Col2-0002,Col3-721,55375.06319,67857.68008
Col1-0346,Col2-0002,Col3-722,108033.018,64195.20243
Col1-0346,Col2-0477,Col3-177,42453.92096,2764.263506
Col1-0347,Col2-0002,Col3-723,97712.67495,6467.74977
Col1-0347,Col2-0029,Col3-684,124428.8988,23226.10949
Col1-0348,Col2-0940,Col3-024,86757.2245,29286.86469
Col1-0348,Col2-0093,Col3-724,84582.18309,21092.67786
Col1-0348,Col2-0002,Col3-725,74670.7195,17788.41166
Col1-0349,Col2-0002,Col3-726,37554.27949,27313.19855
Col1-0349,Col2-0109,Col3-524,38726.17942,2215.313424
Col1-0350,Col2-0002,Col3-727,106557.9809,71237.7594
Col1-0350,Col2-0029,Col3-728,55920.35326,22888.69956
Col1-0351,Col2-1130,Col3-009,85384.24146,15513.29635
Col1-0351,Col2-0002,Col3-729,38865.63994,55981.75681
Col1-0352,Col2-0002,Col3-730,17887.45874,57301.40176
Col1-0352,Col2-0109,Col3-183,38070.03144,962.830026
Col1-0353,Col2-0029,Col3-731,93766.08006,69559.67934
Col1-0353,Col2-0002,Col3-732,1615.155903,65777.44922
Col1-0354,Col2-0002,Col3-733,69223.93734,57868.00648
Col1-0354,Col2-0264,Col3-734,109670.9192,1423.549099
Col1-0355,Col2-0075,Col3-010,32221.30627,28051.65756
Col1-0355,Col2-0076,Col3-010,55702.46969,35115.58053
Col1-0355,Col2-0077,Col3-010,54932.1771,37581.75247
Col1-0355,Col2-0078,Col3-011,78775.82854,7827.228488
Col1-0355,Col2-0175,Col3-011,37402.48445,35063.57643
Col1-0355,Col2-0185,Col3-011,51635.78122,37280.78041
Col1-0355,Col2-0207,Col3-011,58259.24481,70602.9815
Col1-0355,Col2-0121,Col3-176,50006.94769,59375.475
Col1-0355,Col2-0121,Col3-480,54405.83324,43069.64293
Col1-0355,Col2-0121,Col3-735,112724.6526,14007.45093
Col1-0355,Col2-0121,Col3-315,112916.7737,78101.33843
Col1-0355,Col2-0121,Col3-175,115449.243,53036.05573
Col1-0355,Col2-0121,Col3-736,16470.9663,12578.12846
Col1-0355,Col2-0121,Col3-737,62927.14499,7474.015849
Col1-0355,Col2-0121,Col3-204,119976.6462,64807.18796
Col1-0355,Col2-0121,Col3-738,40636.86822,65734.27964
Col1-0355,Col2-0121,Col3-739,17973.05779,26911.68687
Col1-0355,Col2-0121,Col3-740,28990.91277,46975.09808
Col1-0355,Col2-0920,Col3-009,980.0406208,48275.56399
Col1-0356,Col2-0029,Col3-741,63613.06975,28050.384
Col1-0356,Col2-0002,Col3-742,102866.0444,73871.35719
Col1-0357,Col2-0029,Col3-688,104992.4224,23057.2705
Col1-0357,Col2-0002,Col3-743,117141.3789,8278.058234
Col1-0358,Col2-0002,Col3-744,51241.81466,25728.03932
Col1-0358,Col2-0264,Col3-745,67208.06542,42946.68417
Col1-0359,Col2-1131,Col3-009,72434.0584,24160.29349
Col1-0359,Col2-0002,Col3-746,53432.82512,17613.29868
Col1-0360,Col2-0029,Col3-747,48596.00964,54422.35578
Col1-0360,Col2-0002,Col3-748,57655.95846,27567.81181
Col1-0361,Col2-1119,Col3-024,67920.76273,46102.98409
Col1-0361,Col2-0101,Col3-037,39183.05096,73728.3928
Col1-0362,Col2-1117,Col3-249,107349.1469,15443.36183
Col1-0362,Col2-0101,Col3-091,78857.1493,52058.70338
Col1-0362,Col2-1130,Col3-024,113.4411787,4951.67975
Col1-0363,Col2-0101,Col3-075,116825.5026,71200.00823
Col1-0363,Col2-0002,Col3-749,101923.1506,74813.12689
Col1-0364,Col2-1129,Col3-024,115279.4974,60388.89289
Col1-0364,Col2-0101,Col3-407,55197.91425,31948.65292
Col1-0365,Col2-0101,Col3-081,32923.09494,15921.43798
Col1-0365,Col2-0002,Col3-750,30022.45558,61358.70775
Col1-0366,Col2-0101,Col3-079,60599.29222,50332.17028
Col1-0366,Col2-0002,Col3-751,89716.88431,59994.55403
Col1-0367,Col2-0101,Col3-056,70825.09172,2560.325811
Col1-0367,Col2-0002,Col3-752,5475.0716,27045.39482
Col1-0368,Col2-0101,Col3-036,85688.53784,1654.519368
Col1-0368,Col2-1128,Col3-024,124693.0461,72610.76039
Col1-0369,Col2-1118,Col3-249,82155.77708,63125.04829
Col1-0369,Col2-1116,Col3-024,7675.852424,9664.801005
Col1-0369,Col2-0101,Col3-429,39061.51912,15650.35641
Col1-0370,Col2-0101,Col3-089,95762.46381,65179.99135
Col1-0370,Col2-0982,Col3-024,49857.99696,78705.58653
Col1-0371,Col2-1125,Col3-024,33121.53376,1212.672931
Col1-0371,Col2-0101,Col3-035,108530.3254,31314.4498
Col1-0372,Col2-1132,Col3-024,23077.10683,55680.18231
Col1-0372,Col2-0101,Col3-041,55622.45288,12881.61684
Col1-0373,Col2-0101,Col3-078,46891.1185,3102.26585
Col1-0373,Col2-0002,Col3-753,99935.31532,47049.84794
Col1-0374,Col2-1124,Col3-009,43209.13372,73854.97122
Col1-0374,Col2-0101,Col3-032,14508.37735,59170.23269
Col1-0375,Col2-1131,Col3-024,118807.3001,9361.238852
Col1-0375,Col2-0101,Col3-039,75736.07075,24929.20721
Col1-0376,Col2-1122,Col3-009,69717.999,49120.23952
Col1-0376,Col2-0101,Col3-033,32022.59734,77779.05535
Col1-0377,Col2-0101,Col3-030,119403.2572,50264.18616
Col1-0377,Col2-0002,Col3-754,81174.2039,35684.48859
Col1-0378,Col2-1133,Col3-024,72102.1535,78267.74152
Col1-0378,Col2-0101,Col3-042,17404.86362,69910.31893
Col1-0379,Col2-0978,Col3-009,67932.40805,73336.82063
Col1-0379,Col2-0101,Col3-209,120662.2685,68783.6868
Col1-0380,Col2-1123,Col3-009,6090.878216,56139.7516
Col1-0380,Col2-0101,Col3-031,5357.770238,41516.74836
Col1-0381,Col2-1127,Col3-024,33643.45741,74703.31944
Col1-0381,Col2-0101,Col3-034,103770.3218,48912.79602
Col1-0382,Col2-0977,Col3-009,75104.67411,77188.77545
Col1-0382,Col2-0101,Col3-074,116050.9907,75577.01106
Col1-0383,Col2-1121,Col3-009,119896.0047,27303.45386
Col1-0383,Col2-0101,Col3-309,113268.553,49749.49726
Col1-0384,Col2-1126,Col3-024,3924.380337,12550.87764
Col1-0384,Col2-0101,Col3-040,9550.393883,74036.03426
Col1-0385,Col2-1134,Col3-024,922.2936747,45391.1872
Col1-0385,Col2-0484,Col3-288,117066.886,20011.12066
Col1-0385,Col2-0898,Col3-024,51294.81903,52849.75989
Col1-0385,Col2-0485,Col3-755,100419.7452,25236.76273
Col1-0385,Col2-0109,Col3-012,111040.1617,20698.01127
Col1-0386,Col2-0109,Col3-198,39201.38101,60791.67782
Col1-0386,Col2-1135,Col3-024,76312.92076,59092.44094
Col1-0387,Col2-1136,Col3-009,26665.65794,34001.22405
Col1-0387,Col2-0499,Col3-024,100923.4211,44354.20473
Col1-0387,Col2-0108,Col3-026,67895.61407,22918.01303
Col1-0387,Col2-0108,Col3-027,1435.429404,74532.93814
Col1-0387,Col2-1028,Col3-009,62451.64362,43975.36223
Col1-0387,Col2-1030,Col3-009,5860.626701,51937.50414
Col1-0387,Col2-0731,Col3-011,121638.1047,38725.6037
Col1-0388,Col2-1120,Col3-009,96424.4047,66484.56134
Col1-0388,Col2-0101,Col3-410,55725.89784,76107.82953
Col1-0389,Col2-1137,Col3-009,33336.87999,29646.09969
Col1-0389,Col2-0101,Col3-088,42185.74553,27476.29046
Col1-0390,Col2-1138,Col3-024,109615.2135,51979.8701
Col1-0390,Col2-0101,Col3-221,77655.33797,70792.11314
Col1-0391,Col2-0101,Col3-436,90621.41528,46362.53899
Col1-0391,Col2-0002,Col3-756,92129.81925,53823.50293
Col1-0392,Col2-0101,Col3-757,93781.26933,36312.97866
Col1-0392,Col2-0002,Col3-758,26191.74353,22891.49284
Col1-0393,Col2-1134,Col3-009,48849.11841,48125.70628
Col1-0393,Col2-0112,Col3-027,40753.55231,66348.29812
Col1-0393,Col2-0669,Col3-011,11443.95779,39260.42196
Col1-0394,Col2-1136,Col3-024,25166.97218,72400.44588
Col1-0394,Col2-0108,Col3-182,44648.86294,17636.72362
Col1-0394,Col2-1135,Col3-009,77123.93144,45767.71705
Col1-0395,Col2-1139,Col3-009,76810.74722,15875.5668
Col1-0395,Col2-0920,Col3-024,88570.11743,63661.00158
Col1-0396,Col2-1140,Col3-009,11231.77333,55589.67775
Col1-0396,Col2-0920,Col3-288,70336.2449,28918.10389
Col1-0397,Col2-0121,Col3-177,72077.6307,24058.52508
Col1-0397,Col2-0121,Col3-529,79640.02518,70353.36425
Col1-0397,Col2-0121,Col3-517,96442.19849,42201.43837
Col1-0397,Col2-0121,Col3-524,27072.2957,30894.7064
Col1-0397,Col2-0121,Col3-525,108649.2658,27599.81167
Col1-0397,Col2-0121,Col3-313,67962.43758,54724.25399
Col1-0397,Col2-0121,Col3-173,98016.78303,26767.60491
Col1-0397,Col2-0121,Col3-479,3898.383026,40486.2855
Col1-0397,Col2-0121,Col3-518,91828.36226,29485.05639
Col1-0398,Col2-1141,Col3-009,108793.8278,39922.00671
Col1-0398,Col2-0122,Col3-201,90446.04984,69574.57941
Col1-0399,Col2-0121,Col3-710,35994.5825,65086.88818
Col1-0399,Col2-0121,Col3-511,103255.4672,64566.51425
Col1-0399,Col2-1142,Col3-249,121075.7409,52522.96184
Col1-0400,Col2-0245,Col3-312,109538.7713,2686.334436
Col1-0400,Col2-0121,Col3-316,120877.2866,76961.89448
Col1-0401,Col2-1143,Col3-249,31445.67909,51535.71617
Col1-0401,Col2-1144,Col3-249,124091.0708,65779.96322
Col1-0401,Col2-0240,Col3-312,121933.6492,10099.83699
Col1-0402,Col2-1145,Col3-009,102144.3234,38438.78951
Col1-0402,Col2-0121,Col3-277,110095.9447,48290.82408
Col1-0402,Col2-1146,Col3-009,72557.95265,38549.88405
Col1-0403,Col2-1147,Col3-024,29667.79437,23656.16745
Col1-0403,Col2-0109,Col3-737,38523.38985,14276.69631
Col1-0404,Col2-0266,Col3-011,2653.67537,79051.01438
Col1-0404,Col2-1148,Col3-024,42880.92752,4996.547186
Col1-0404,Col2-0021,Col3-440,94954.54692,29901.49705
Col1-0404,Col2-0021,Col3-503,52756.2028,36659.79532
Col1-0405,Col2-0268,Col3-011,91444.94181,58756.92837
Col1-0405,Col2-0270,Col3-010,41200.77603,54404.98246
Col1-0405,Col2-1149,Col3-312,60681.13671,70049.23733
Col1-0405,Col2-0336,Col3-011,47169.72995,75687.73625
Col1-0405,Col2-0338,Col3-010,57796.23766,43618.10319
Col1-0405,Col2-0433,Col3-010,69101.33992,16527.22487
Col1-0405,Col2-0435,Col3-010,93554.55512,22590.36383
Col1-0405,Col2-0442,Col3-010,41663.67446,28182.33814
Col1-0405,Col2-0444,Col3-010,62942.34764,49852.29264
Col1-0405,Col2-0021,Col3-502,95378.90319,30044.72474
Col1-0405,Col2-0021,Col3-445,95865.89208,68629.78635
Col1-0405,Col2-0021,Col3-083,53583.48467,39712.07619
Col1-0405,Col2-0021,Col3-301,10640.83126,70034.08303
Col1-0405,Col2-0021,Col3-759,98792.21128,37301.80899
Col1-0405,Col2-0021,Col3-101,34150.76591,52729.54905
Col1-0406,Col2-1150,Col3-024,97356.92622,65397.98665
Col1-0406,Col2-0021,Col3-295,11477.8037,5227.638188
Col1-0407,Col2-0021,Col3-500,92131.92932,10232.09113
Col1-0407,Col2-0021,Col3-498,121115.8901,24381.22957
Col1-0407,Col2-0021,Col3-115,58321.25054,31691.20212
Col1-0407,Col2-0021,Col3-337,99280.52275,18367.69282
Col1-0407,Col2-0021,Col3-436,10209.13783,52095.31046
Col1-0407,Col2-0021,Col3-289,80439.52912,72876.99294
Col1-0407,Col2-0021,Col3-309,49066.60514,54539.16932
Col1-0407,Col2-0021,Col3-431,124909.8669,23182.764
Col1-0407,Col2-0021,Col3-046,15520.01982,50133.48698
Col1-0407,Col2-0332,Col3-010,13408.57795,35704.99272
Col1-0407,Col2-0334,Col3-010,106912.2678,59695.04239
Col1-0407,Col2-0340,Col3-011,107373.6718,19509.03381
Col1-0407,Col2-0342,Col3-010,59550.61994,74837.84652
Col1-0407,Col2-1151,Col3-312,51879.27227,55341.46492
Col1-0407,Col2-0429,Col3-011,80632.33416,18937.11851
Col1-0407,Col2-0431,Col3-011,17932.36244,73194.64202
Col1-0407,Col2-0767,Col3-011,81143.18171,3251.388462
Col1-0407,Col2-0769,Col3-011,72744.63179,74042.28468
Col1-0407,Col2-1152,Col3-009,19908.85131,63899.95949
Col1-0407,Col2-1153,Col3-024,5988.525209,39792.8035
Col1-0407,Col2-0771,Col3-010,123760.9285,6884.572294
Col1-0407,Col2-0774,Col3-011,25905.32561,13827.2122
Col1-0407,Col2-0776,Col3-011,18441.4824,59909.57788
Col1-0407,Col2-1154,Col3-009,62073.32346,76550.38878
Col1-0407,Col2-1155,Col3-024,98456.51678,27280.377
Col1-0407,Col2-0777,Col3-010,83645.88628,4522.607639
Col1-0407,Col2-0779,Col3-010,4932.84204,45480.77179
Col1-0407,Col2-0790,Col3-011,38588.67929,53319.01426
Col1-0407,Col2-0792,Col3-011,52480.44122,51989.97839
Col1-0407,Col2-0796,Col3-011,77666.47365,25896.11945
Col1-0408,Col2-0984,Col3-009,6038.910172,76068.0394
Col1-0408,Col2-0324,Col3-010,101865.3006,72609.52667
Col1-0408,Col2-0326,Col3-010,11491.31027,46539.37031
Col1-0408,Col2-0328,Col3-010,47496.19094,69654.02783
Col1-0408,Col2-0330,Col3-010,71723.71576,9434.302256
Col1-0408,Col2-0021,Col3-441,9288.366766,61118.81367
Col1-0409,Col2-0286,Col3-010,4969.129572,64944.47278
Col1-0409,Col2-0287,Col3-010,107890.2719,29307.16075
Col1-0409,Col2-0363,Col3-182,21689.68501,67057.36402
Col1-0409,Col2-0363,Col3-026,86544.30666,58298.97824
Col1-0409,Col2-0363,Col3-027,9056.598904,53568.57148
Col1-0409,Col2-0363,Col3-167,45501.58391,38184.56759
Col1-0409,Col2-0363,Col3-316,61878.7288,51828.00653
Col1-0409,Col2-0364,Col3-182,44709.00525,47113.89804
Col1-0409,Col2-0364,Col3-026,89209.03962,28246.24508
Col1-0409,Col2-0364,Col3-027,105550.5231,16818.32223
Col1-0409,Col2-0364,Col3-167,80693.06988,53356.45517
Col1-0409,Col2-0364,Col3-316,74238.70819,52745.55198
Col1-0409,Col2-0365,Col3-011,26615.59706,33190.69409
Col1-0409,Col2-0366,Col3-011,105743.1028,18264.60564
Col1-0409,Col2-0367,Col3-011,9449.46493,13340.31086
Col1-0409,Col2-0368,Col3-011,31980.39479,11743.0304
Col1-0409,Col2-1156,Col3-009,33096.97168,56291.50657
Col1-0409,Col2-1157,Col3-009,79482.51319,35860.70956
Col1-0409,Col2-0487,Col3-024,88270.09603,54947.44963
Col1-0409,Col2-0488,Col3-024,116426.9331,46617.29119
Col1-0409,Col2-0113,Col3-182,119064.0479,60648.52392
Col1-0409,Col2-0114,Col3-182,82250.07084,26636.01597
Col1-0409,Col2-0113,Col3-026,57525.76911,4836.355298
Col1-0409,Col2-0114,Col3-026,26706.55151,57744.80219
Col1-0409,Col2-0113,Col3-027,19900.10446,26330.50252
Col1-0409,Col2-0114,Col3-027,10521.44465,55211.64491
Col1-0409,Col2-0113,Col3-167,80570.89721,66916.44875
Col1-0409,Col2-0114,Col3-167,82570.05991,41141.72369
Col1-0409,Col2-0113,Col3-316,25246.53634,59397.92197
Col1-0409,Col2-0114,Col3-316,56114.1218,20586.78721
Col1-0409,Col2-1158,Col3-312,115065.2293,5446.577617
Col1-0409,Col2-1159,Col3-009,105557.0954,15572.79697
Col1-0409,Col2-1160,Col3-009,73425.5153,76169.02988
Col1-0409,Col2-0589,Col3-011,49077.90862,9202.416853
Col1-0409,Col2-0590,Col3-011,87322.80787,7008.508587
Col1-0409,Col2-0591,Col3-011,17068.28698,66973.52375
Col1-0409,Col2-0592,Col3-011,6102.596775,71546.07627
Col1-0409,Col2-0599,Col3-011,95003.87349,13765.1191
Col1-0409,Col2-0600,Col3-011,61955.04252,12402.36258
Col1-0409,Col2-1161,Col3-024,18641.62413,61379.01006
Col1-0409,Col2-1162,Col3-009,107416.2601,57928.18422
Col1-0409,Col2-1163,Col3-024,39658.00196,10081.08667
Col1-0409,Col2-1164,Col3-009,56727.85912,19046.56909
Col1-0410,Col2-1165,Col3-024,29198.51711,56406.53989
Col1-0410,Col2-0021,Col3-074,39248.66111,65194.05759
Col1-0411,Col2-0122,Col3-760,91983.22717,32901.96238
Col1-0411,Col2-0116,Col3-179,111262.957,60108.33726
Col1-0412,Col2-0122,Col3-761,52901.76906,78862.33712
Col1-0412,Col2-0117,Col3-181,123901.998,30047.26537
Col1-0413,Col2-1166,Col3-009,22436.79466,25228.61886
Col1-0413,Col2-0117,Col3-178,103257.1217,61125.2297
Col1-0414,Col2-1167,Col3-009,42546.17784,62517.06381
Col1-0414,Col2-0117,Col3-369,102101.7246,27179.38047
Col1-0415,Col2-0122,Col3-762,114998.509,13917.76586
Col1-0415,Col2-0117,Col3-179,73752.26061,2654.559121
Col1-0416,Col2-1168,Col3-009,64711.67214,8353.783737
Col1-0416,Col2-0116,Col3-026,45516.33801,48157.89096
Col1-0417,Col2-0117,Col3-183,3502.238298,57222.21124
Col1-0418,Col2-0122,Col3-763,2526.90313,78179.57739
Col1-0418,Col2-0117,Col3-027,35931.93645,46891.20022
Col1-0419,Col2-0122,Col3-764,48090.92084,65578.78008
Col1-0419,Col2-0117,Col3-026,41877.46238,8504.533607
Col1-0420,Col2-1169,Col3-009,46018.2922,50571.74463
Col1-0420,Col2-0117,Col3-710,44235.82365,21784.04104
Col1-0421,Col2-0122,Col3-765,114732.4352,47856.89904
Col1-0421,Col2-0117,Col3-012,26465.38431,58720.32987
Col1-0422,Col2-1170,Col3-009,118661.8129,59120.87623
Col1-0422,Col2-0117,Col3-167,36515.57075,58618.67468
Col1-0423,Col2-0002,Col3-766,27364.44413,62493.93079
Col1-0423,Col2-0122,Col3-197,93803.05196,35578.22487
Col1-0424,Col2-1171,Col3-009,83879.95384,65985.16079
Col1-0424,Col2-0117,Col3-277,58073.31208,2527.777241
Col1-0425,Col2-0122,Col3-186,45190.50812,11107.71221
Col1-0425,Col2-1172,Col3-009,49680.1048,63987.72795
Col1-0425,Col2-1093,Col3-009,111241.6649,15073.05559
Col1-0426,Col2-0002,Col3-767,50488.36936,23708.06308
Col1-0426,Col2-0122,Col3-511,44631.1543,17376.02251
Col1-0427,Col2-0002,Col3-768,40612.29146,45905.08368
Col1-0427,Col2-0122,Col3-769,6826.679486,10908.52922
Col1-0428,Col2-0002,Col3-770,41651.14591,15659.99811
Col1-0428,Col2-0122,Col3-169,26565.57949,34433.032
Col1-0429,Col2-0002,Col3-771,586.9623989,33100.15768
Col1-0429,Col2-0122,Col3-193,86671.52682,25143.53753
Col1-0430,Col2-0002,Col3-772,5051.949563,16722.35295
Col1-0430,Col2-0122,Col3-173,18118.95477,15863.16788
Col1-0431,Col2-0002,Col3-773,120461.9027,2872.479635
Col1-0431,Col2-0122,Col3-710,43695.53164,55259.27753
Col1-0432,Col2-0002,Col3-774,37752.97805,4973.128742
Col1-0432,Col2-0122,Col3-277,103438.9002,46771.09682
Col1-0433,Col2-0500,Col3-775,80023.55858,33484.38674
Col1-0433,Col2-0501,Col3-288,73748.79709,14186.42116
Col1-0433,Col2-0899,Col3-024,130.6293253,54155.66732
Col1-0433,Col2-0109,Col3-179,60301.22727,76081.10708
Col1-0433,Col2-1173,Col3-024,69093.02862,55813.66697
Col1-0434,Col2-0002,Col3-776,103348.795,16653.97832
Col1-0434,Col2-0122,Col3-777,39165.06627,33067.89421
Col1-0435,Col2-0002,Col3-778,45523.53402,14731.47014
Col1-0435,Col2-0122,Col3-779,10256.57853,65590.19915
Col1-0436,Col2-0002,Col3-780,29334.33763,27361.7407
Col1-0436,Col2-0122,Col3-781,63566.20346,75485.34144
Col1-0437,Col2-0122,Col3-375,53393.80698,47820.66822
Col1-0437,Col2-1174,Col3-009,114793.3876,34620.78451
Col1-0437,Col2-1083,Col3-009,104944.3719,33007.87938
Col1-0438,Col2-0002,Col3-782,203.1258083,63300.9546
Col1-0438,Col2-0122,Col3-783,2151.11563,59057.84161
Col1-0439,Col2-1175,Col3-024,68875.34401,65543.83297
Col1-0439,Col2-1172,Col3-024,82639.37837,47514.8231
Col1-0440,Col2-0293,Col3-009,74044.13136,15753.2321
Col1-0440,Col2-0002,Col3-784,70909.89052,12037.09178
Col1-0440,Col2-0204,Col3-187,114883.4072,18047.20936
Col1-0441,Col2-0002,Col3-785,46600.42398,46126.40452
Col1-0441,Col2-0122,Col3-786,47552.00576,4623.334156
Col1-0442,Col2-1176,Col3-120,83298.02285,46177.54734
Col1-0442,Col2-0002,Col3-787,36732.05381,14253.39599
Col1-0443,Col2-0002,Col3-788,124337.0267,14162.75446
Col1-0443,Col2-0122,Col3-789,100583.6269,70243.11041
Col1-0444,Col2-1174,Col3-024,2241.9371,63897.47103
Col1-0444,Col2-1177,Col3-009,47384.83996,68418.00807
Col1-0445,Col2-1178,Col3-249,68599.05474,52846.74708
Col1-0445,Col2-0002,Col3-790,108282.9843,62850.06431
Col1-0446,Col2-0002,Col3-791,115463.097,68128.52393
Col1-0446,Col2-1179,Col3-120,102974.5035,50035.99352
Col1-0447,Col2-0288,Col3-011,89566.99127,47683.67942
